,chosen_side,chosen_interval,correct_side,interval_category,has_choice,this_interval,outcome,init_port,choice_rt,t_on,t_off,t
226,left,short,right,long,True,1620.0,incorrect,S,648.0,3790099.0,3810614.0,3790099.0
227,right,long,left,short,True,1380.0,incorrect,S,872.0,3810614.0,3836096.0,3810614.0
228,right,long,right,long,True,1620.0,correct,S,769.0,3836096.0,3845203.0,3836096.0
229,left,short,right,long,True,1740.0,incorrect,S,761.0,3845203.0,3865059.0,3845203.0
230,left,short,right,long,True,2400.0,incorrect,S,858.0,3865059.0,3885452.0,3865059.0
231,right,long,right,long,True,2400.0,correct,S,936.0,3885452.0,3895468.0,3885452.0
232,right,long,right,long,True,2400.0,correct,S,729.0,3895468.0,3923250.0,3895468.0
233,right,long,right,long,True,1950.0,correct,S,854.0,3923250.0,3945722.0,3923250.0
234,left,short,left,short,True,1380.0,correct,S,1010.0,3945722.0,3959330.0,3945722.0
235,left,short,left,short,True,600.0,correct,S,815.0,3959330.0,3979165.0,3959330.0
236,left,short,left,short,True,600.0,correct,S,727.0,3979165.0,3994568.0,3979165.0
237,right,long,right,long,True,2400.0,correct,S,622.0,3994568.0,4004087.0,3994568.0
238,right,long,left,short,True,1260.0,incorrect,S,785.0,4004087.0,4032756.0,4004087.0
239,right,long,right,long,True,1740.0,correct,S,756.0,4032756.0,4042159.0,4032756.0
240,left,short,left,short,True,1050.0,correct,S,724.0,4042159.0,4065401.0,4042159.0
241,right,long,right,long,True,1950.0,correct,S,694.0,4065401.0,4076829.0,4065401.0
242,right,long,left,short,True,1260.0,incorrect,S,917.0,4076829.0,4097126.0,4076829.0
243,,,right,long,False,2400.0,,S,,4097126.0,4118971.0,4097126.0
244,right,long,right,long,True,2400.0,correct,S,747.0,4118971.0,4128264.0,4118971.0
245,right,long,right,long,True,2400.0,correct,S,721.0,4128264.0,4138299.0,4128264.0
246,left,short,left,short,True,1380.0,correct,S,890.0,4138299.0,4155529.0,4138299.0
247,left,short,left,short,True,1260.0,correct,S,699.0,4155529.0,4167884.0,4155529.0
248,right,short,right,short,True,1260.0,correct,N,659.0,4167884.0,4179824.0,4167884.0
249,right,short,right,short,True,1380.0,correct,N,800.0,4179824.0,4199652.0,4179824.0
250,right,short,left,long,True,1620.0,incorrect,N,869.0,4199652.0,4223734.0,4199652.0
251,left,long,left,long,True,1950.0,correct,N,821.0,4223734.0,4234219.0,4223734.0
252,right,short,right,short,True,1380.0,correct,N,728.0,4234219.0,4249877.0,4234219.0
253,left,long,left,long,True,1950.0,correct,N,786.0,4249877.0,4259908.0,4249877.0
254,right,short,right,short,True,1260.0,correct,N,765.0,4259908.0,4271980.0,4259908.0
255,left,long,left,long,True,1950.0,correct,N,777.0,4271980.0,4282945.0,4271980.0
256,right,short,left,long,True,1620.0,incorrect,N,633.0,4282945.0,4302878.0,4282945.0
257,right,short,right,short,True,600.0,correct,N,678.0,4302878.0,4312687.0,4302878.0
258,right,short,right,short,True,1260.0,correct,N,709.0,4312687.0,4329892.0,4312687.0
259,left,long,left,long,True,1740.0,correct,N,778.0,4329892.0,4339478.0,4329892.0
260,right,short,right,short,True,600.0,correct,N,701.0,4339478.0,4350270.0,4339478.0
261,right,short,right,short,True,1050.0,correct,N,686.0,4350270.0,4368521.0,4350270.0
262,left,long,left,long,True,1950.0,correct,N,689.0,4368521.0,4382364.0,4368521.0
263,left,long,left,long,True,1620.0,correct,N,885.0,4382364.0,4395837.0,4382364.0
264,right,short,right,short,True,1380.0,correct,N,821.0,4395837.0,4406090.0,4395837.0
265,right,short,right,short,True,1260.0,correct,N,706.0,4406090.0,4424052.0,4406090.0
266,right,short,right,short,True,1260.0,correct,N,717.0,4424052.0,4437434.0,4424052.0
267,left,long,left,long,True,1950.0,correct,N,644.0,4437434.0,4446990.0,4437434.0
268,right,short,left,long,True,1620.0,incorrect,N,913.0,4446990.0,4470098.0,4446990.0
269,right,short,left,long,True,1620.0,incorrect,N,2124.0,4470098.0,4540763.0,4470098.0
270,left,long,right,short,True,1260.0,incorrect,N,967.0,4540763.0,4579231.0,4540763.0
271,,,left,long,False,1740.0,,N,,4579231.0,4622636.0,4579231.0
272,,,left,long,False,2400.0,,N,,4622636.0,4647119.0,4622636.0
273,,,left,long,False,1740.0,,N,,4647119.0,4678937.0,4647119.0
274,,,left,long,False,1950.0,,N,,4678937.0,4723095.0,4678937.0
275,left,long,right,short,True,1260.0,incorrect,N,1055.0,4723095.0,4758842.0,4723095.0
276,,,left,long,False,2400.0,,N,,4758842.0,4801514.0,4758842.0
277,left,long,left,long,True,1620.0,correct,N,736.0,4801514.0,4817595.0,4801514.0
278,right,short,left,long,True,1740.0,incorrect,N,681.0,4817595.0,4838644.0,4817595.0
279,left,long,left,long,True,1620.0,correct,N,740.0,4838644.0,4848501.0,4838644.0
280,right,short,right,short,True,1380.0,correct,N,675.0,4848501.0,4864408.0,4848501.0
281,left,long,left,long,True,1620.0,correct,N,688.0,4864408.0,4876480.0,4864408.0
282,,,right,short,False,1050.0,,N,,4876480.0,4897035.0,4876480.0
283,right,short,right,short,True,1050.0,correct,N,627.0,4897035.0,4910255.0,4897035.0
284,left,long,left,long,True,1740.0,correct,N,695.0,4910255.0,4920268.0,4910255.0
285,right,short,left,long,True,1620.0,incorrect,N,767.0,4920268.0,4945487.0,4920268.0
286,right,short,right,short,True,1050.0,correct,N,799.0,4945487.0,4957121.0,4945487.0
287,right,short,right,short,True,600.0,correct,N,983.0,4957121.0,4966725.0,4957121.0
288,left,long,left,long,True,1620.0,correct,N,763.0,4966725.0,4977355.0,4966725.0
289,left,long,left,long,True,1740.0,correct,N,761.0,4977355.0,4993473.0,4977355.0
290,left,long,left,long,True,1740.0,correct,N,722.0,4993473.0,5002580.0,4993473.0
291,right,short,left,long,True,1620.0,incorrect,N,809.0,5002580.0,5025435.0,5002580.0
292,right,short,right,short,True,600.0,correct,N,859.0,5025435.0,5035037.0,5025435.0
293,,,left,long,False,2400.0,,N,,5035037.0,5063686.0,5035037.0
294,right,short,right,short,True,1380.0,correct,N,639.0,5063686.0,5073824.0,5063686.0
295,right,short,right,short,True,600.0,correct,N,715.0,5073824.0,5084425.0,5073824.0
296,left,long,right,short,True,1380.0,incorrect,N,704.0,5084425.0,5104054.0,5084425.0
297,right,short,left,long,True,1620.0,incorrect,N,665.0,5104054.0,5123760.0,5104054.0
298,,,right,short,False,1260.0,,N,,5123760.0,5143680.0,5123760.0
299,left,long,left,long,True,1740.0,correct,N,570.0,5143680.0,5153334.0,5143680.0
300,left,long,right,short,True,1260.0,incorrect,N,772.0,5153334.0,5184067.0,5153334.0
301,left,long,left,long,True,1620.0,correct,N,896.0,5184067.0,5193349.0,5184067.0
302,left,long,left,long,True,1740.0,correct,N,814.0,5193349.0,5202455.0,5193349.0
303,,,left,long,False,1620.0,,N,,5202455.0,5226490.0,5202455.0
304,right,short,right,short,True,1260.0,correct,N,833.0,5226490.0,5236990.0,5226490.0
305,left,long,right,short,True,600.0,incorrect,N,993.0,5236990.0,5257233.0,5236990.0
306,left,long,right,short,True,1380.0,incorrect,N,872.0,5257233.0,5285376.0,5257233.0
307,left,long,left,long,True,2400.0,correct,N,702.0,5285376.0,5295000.0,5285376.0
308,,,right,long,False,1620.0,,S,,5295000.0,5322796.0,5295000.0
309,left,short,left,short,True,1050.0,correct,S,754.0,5322796.0,5333383.0,5322796.0
310,right,long,right,long,True,2400.0,correct,S,756.0,5333383.0,5342676.0,5333383.0
311,,,right,long,False,1740.0,,S,,5342676.0,5367428.0,5342676.0
312,left,short,left,short,True,1380.0,correct,S,761.0,5367428.0,5378059.0,5367428.0
313,left,short,left,short,True,1050.0,correct,S,668.0,5378059.0,5399073.0,5378059.0
314,right,long,right,long,True,1620.0,correct,S,704.0,5399073.0,5414670.0,5399073.0
315,left,short,left,short,True,600.0,correct,S,794.0,5414670.0,5430797.0,5414670.0
316,right,long,right,long,True,2400.0,correct,S,693.0,5430797.0,5449909.0,5430797.0
317,right,long,right,long,True,1950.0,correct,S,859.0,5449909.0,5461175.0,5449909.0
318,,,left,short,False,1260.0,,S,,5461175.0,5481324.0,5461175.0
319,,,right,long,False,1620.0,,S,,5481324.0,5502489.0,5481324.0
320,,,left,short,False,1050.0,,S,,5502489.0,5522293.0,5502489.0
321,left,short,left,short,True,1380.0,correct,S,740.0,5522293.0,5532115.0,5522293.0
322,right,long,right,long,True,1950.0,correct,S,713.0,5532115.0,5542235.0,5532115.0
323,right,long,left,short,True,1380.0,incorrect,S,637.0,5542235.0,5575354.0,5542235.0
324,right,long,right,long,True,1740.0,correct,S,702.0,5575354.0,5586188.0,5575354.0
